#{"t_start": 1781130617.67405, "env_id": "None"}
r,l,t,completion_rate,feasible,served_customers,unserved_customers,invalid_actions,makespan,total_distance,average_regret,penalized_makespan,terminal_status
632.468606,10,0.036824,1.0,True,10,0,0,568.3428478240967,835.6306133270264,34.46640205383301,568.3428478240967,completed
1153.480525,10,0.040296,1.0,True,10,0,0,431.03559732437134,518.6404900550842,21.478715419769287,431.03559732437134,completed
831.763437,10,0.044334,1.0,True,10,0,0,554.8520793914795,674.5336475372314,31.667660522460938,554.8520793914795,completed
543.858068,10,0.047626,1.0,True,10,0,0,790.4246025085449,790.4246025085449,40.48402156829834,790.4246025085449,completed
1019.693316,10,0.050869,1.0,True,10,0,0,570.2506294250488,570.2506294250488,20.176122856140136,570.2506294250488,completed
83.538372,10,0.054566,1.0,True,10,0,0,729.6664600372314,1025.5662517547607,73.10777492523194,729.6664600372314,completed
532.326201,10,0.057823,1.0,True,10,0,0,607.4055213928223,829.958122253418,46.05531024932861,607.4055213928223,completed
877.38642,10,0.062402,1.0,True,10,0,0,559.1858463287354,669.1723880767822,28.20248908996582,559.1858463287354,completed
367.372589,10,0.067228,1.0,True,10,0,0,702.0254306793213,877.4211235046387,52.24978332519531,702.0254306793213,completed
992.244464,10,0.070776,1.0,True,10,0,0,460.6575975418091,596.0193367004395,23.147941398620606,460.6575975418091,completed
1431.608996,10,0.074013,1.0,True,10,0,0,324.9996004104614,363.73904037475586,12.655659866333007,324.9996004104614,completed
839.113263,10,0.077649,1.0,True,10,0,0,608.9751710891724,678.1131372451782,27.91543674468994,608.9751710891724,completed
645.13802,10,0.081031,1.0,True,10,0,0,566.9150123596191,773.1519737243652,40.84916038513184,566.9150123596191,completed
1141.98341,10,0.08437,1.0,True,10,0,0,434.8142795562744,491.4304676055908,24.310901594161987,434.8142795562744,completed
888.432097,10,0.087722,1.0,True,10,0,0,504.3798370361328,667.9803085327148,27.83233222961426,504.3798370361328,completed
1119.147514,10,0.09098,1.0,True,10,0,0,467.7696485519409,507.5919361114502,21.367913484573364,467.7696485519409,completed
1104.122363,10,0.094605,1.0,True,10,0,0,455.15236473083496,511.7212333679199,29.978572273254393,455.15236473083496,completed
725.833689,10,0.098064,1.0,True,10,0,0,594.5540180206299,749.7742099761963,36.536453819274904,594.5540180206299,completed
684.69319,10,0.101508,1.0,True,10,0,0,599.5766506195068,725.1931190490723,44.569677734375,599.5766506195068,completed
617.436721,10,0.104946,1.0,True,10,0,0,662.3289985656738,814.8532371520996,35.76546382904053,662.3289985656738,completed
791.151134,10,0.108097,1.0,True,10,0,0,564.812479019165,652.5654182434082,38.42788372039795,564.812479019165,completed
405.972881,10,0.111391,1.0,True,10,0,0,728.6498870849609,964.3041534423828,32.22052364349365,728.6498870849609,completed
567.85049,10,0.114496,1.0,True,10,0,0,666.8681774139404,841.6282062530518,39.24751529693604,666.8681774139404,completed
-42.04227,10,0.117656,1.0,True,10,0,0,881.253059387207,1150.7868881225586,57.4849714756012,881.253059387207,completed
952.904075,10,0.121012,1.0,True,10,0,0,504.9179992675781,592.522891998291,26.47398886680603,504.9179992675781,completed
901.457615,10,0.12427,1.0,True,10,0,0,479.29177141189575,658.7805600166321,35.261741161346436,479.29177141189575,completed
930.555949,10,0.127738,1.0,True,10,0,0,625.3540344238281,625.3540344238281,24.26843852996826,625.3540344238281,completed
752.764281,10,0.130949,1.0,True,10,0,0,552.124195098877,692.9481773376465,38.743641471862794,552.124195098877,completed
600.444623,10,0.134114,1.0,True,10,0,0,627.4176940917969,735.0429916381836,50.91149387359619,627.4176940917969,completed
835.173412,10,0.137371,1.0,True,10,0,0,680.4959259033203,680.4959259033203,24.596702766418456,680.4959259033203,completed
990.845148,10,0.140526,1.0,True,10,0,0,511.339492559433,635.5382723808289,23.651811408996583,511.339492559433,completed
598.922772,10,0.143786,1.0,True,10,0,0,619.326358795166,783.3321762084961,41.56320381164551,619.326358795166,completed
735.413934,10,0.147018,1.0,True,10,0,0,540.7679920196533,719.2727527618408,37.785048484802246,540.7679920196533,completed
1058.825672,10,0.150483,1.0,True,10,0,0,498.54905223846436,561.888542175293,22.7935001373291,498.54905223846436,completed
326.571185,10,0.154213,1.0,True,10,0,0,784.801836013794,928.6791954040527,44.20011978149414,784.801836013794,completed
798.639067,10,0.157651,1.0,True,10,0,0,590.9233093261719,780.7998733520508,20.585417366027833,590.9233093261719,completed
-265.241043,10,0.161147,1.0,True,10,0,0,931.2703475952148,1206.454216003418,83.8758394241333,931.2703475952148,completed
1034.653764,10,0.16448,1.0,True,10,0,0,434.9000549316406,580.5010986328125,26.170998954772948,434.9000549316406,completed
509.83345,10,0.167797,1.0,True,10,0,0,606.5677299499512,833.764347076416,49.817026138305664,606.5677299499512,completed
310.464487,10,0.171061,1.0,True,10,0,0,621.2853164672852,931.110652923584,71.50852108001709,621.2853164672852,completed
540.820487,10,0.174157,1.0,True,10,0,0,682.0928564071655,821.6680774688721,37.2177827835083,682.0928564071655,completed
1122.017612,10,0.177596,1.0,True,10,0,0,469.33786964416504,538.4558334350586,18.815649843215944,469.33786964416504,completed
974.057716,10,0.180982,1.0,True,10,0,0,469.4904270172119,605.397819519043,28.662085342407227,469.4904270172119,completed
826.839619,10,0.184193,1.0,True,10,0,0,609.2096786499023,834.2992305755615,10.981084060668945,609.2096786499023,completed
786.006353,10,0.187372,1.0,True,10,0,0,545.3201446533203,722.4446868896484,31.422480964660643,545.3201446533203,completed
1089.994815,10,0.190532,1.0,True,10,0,0,496.85683250427246,565.5918922424316,20.948000741004943,496.85683250427246,completed
420.80042,10,0.193766,1.0,True,10,0,0,825.6470108032227,825.6470108032227,43.11993236541748,825.6470108032227,completed
665.628778,10,0.196921,1.0,True,10,0,0,620.0091743469238,839.2259864807129,25.843426513671876,620.0091743469238,completed
983.308955,10,0.200047,1.0,True,10,0,0,492.35303497314453,639.4333801269531,26.58050117492676,492.35303497314453,completed
746.189895,10,0.203161,1.0,True,10,0,0,579.3083229064941,677.5230407714844,35.18995327949524,579.3083229064941,completed
1003.853064,10,0.206284,1.0,True,10,0,0,520.3817901611328,576.9979782104492,22.844017267227173,520.3817901611328,completed
