#{"t_start": 1781050520.4342568, "env_id": "None"}
r,l,t,completion_rate,feasible,served_customers,unserved_customers,invalid_actions,makespan,total_distance,average_regret,penalized_makespan,terminal_status
2501.203821,30,2.504501,1.0,True,30,0,0,808.4394526481628,992.1048631668091,9.040285968780518,808.4394526481628,completed
1296.176737,30,2.539649,1.0,True,30,0,0,998.4841356277466,1510.8802213668823,16.04607563018799,998.4841356277466,completed
2894.143716,30,2.575079,1.0,True,30,0,0,660.4810116291046,846.2131743431091,6.6455530802408855,660.4810116291046,completed
1850.66314,30,2.611389,1.0,True,30,0,0,957.8919364213943,1127.9846346378326,14.230309995015462,957.8919364213943,completed
1554.805978,30,2.64754,1.0,True,30,0,0,907.0542154312134,1233.4069633483887,16.070230547587077,907.0542154312134,completed
798.561508,30,2.683346,1.0,True,30,0,0,975.1328220367432,1538.9141292572021,23.225887616475422,975.1328220367432,completed
2280.560656,30,2.72671,1.0,True,30,0,0,812.7790784835815,1121.0133352279663,9.477620474497478,812.7790784835815,completed
1029.225349,30,2.765199,1.0,True,30,0,0,1101.8735222816467,1650.9230060577393,16.477253850301107,1101.8735222816467,completed
2476.800419,30,2.813553,1.0,True,30,0,0,810.3779349327087,1183.5950298309326,5.500304794311523,810.3779349327087,completed
2529.662284,30,2.856006,1.0,True,30,0,0,779.3307914733887,1023.9586277008057,8.273079172770183,779.3307914733887,completed
2436.513096,30,2.89384,1.0,True,30,0,0,783.5011769533157,993.0155231952667,9.517818705240886,783.5011769533157,completed
2024.903126,30,2.92906,1.0,True,30,0,0,845.7460238933563,1204.6962065696716,11.041390546162923,845.7460238933563,completed
2203.673246,30,2.966817,1.0,True,30,0,0,798.0967376232147,1007.0579199790955,12.578416665395102,798.0967376232147,completed
1676.442206,30,3.003378,1.0,True,30,0,0,944.2795691490173,1308.2852048873901,14.797938791910807,944.2795691490173,completed
2199.890079,30,3.039348,1.0,True,30,0,0,866.4233133792877,1000.9974579811096,12.485978825887043,866.4233133792877,completed
1160.78385,30,3.074621,1.0,True,30,0,0,932.6721668243408,1447.5757217407227,19.704659271240235,932.6721668243408,completed
369.003605,30,3.110016,1.0,True,30,0,0,1010.2666745185852,1583.5002546310425,28.383101844787596,1010.2666745185852,completed
2604.22465,30,3.145011,1.0,True,30,0,0,692.9878534078598,928.2167909145355,8.815736134847006,692.9878534078598,completed
1090.627439,30,3.180546,1.0,True,30,0,0,1001.2133227586746,1377.283635377884,21.060542805989584,1001.2133227586746,completed
2908.56053,30,3.214875,1.0,True,30,0,0,652.6907207965851,810.8421139717102,7.964978535970052,652.6907207965851,completed
2933.6326,30,3.249864,1.0,True,30,0,0,723.3123779296875,917.563759803772,4.884330622355143,723.3123779296875,completed
1880.266194,30,3.285834,1.0,True,30,0,0,883.312784910202,1188.6179175376892,13.787773768107096,883.312784910202,completed
1518.707308,30,3.321551,1.0,True,30,0,0,828.8462481498718,1244.4184942245483,18.918743324279784,828.8462481498718,completed
1435.797478,30,3.356639,1.0,True,30,0,0,882.9124474525452,1186.2121114730835,19.160362180074056,882.9124474525452,completed
2687.444444,30,3.392323,1.0,True,30,0,0,815.2921934127808,947.343692779541,5.8550362904866535,815.2921934127808,completed
2501.678345,30,3.427691,1.0,True,30,0,0,773.4181761741638,1045.3329892158508,7.990074348449707,773.4181761741638,completed
1967.888865,30,3.463531,1.0,True,30,0,0,858.1941568851471,1136.320426940918,13.120702854792277,858.1941568851471,completed
1721.680966,30,3.504605,1.0,True,30,0,0,937.6304416656494,1212.9421272277832,14.191740481058757,937.6304416656494,completed
1075.049493,30,3.547471,1.0,True,30,0,0,1104.9057750701904,1706.7460565567017,13.826439666748048,1104.9057750701904,completed
1558.726702,30,3.584848,1.0,True,30,0,0,906.4929141998291,1270.580906867981,16.162309201558433,906.4929141998291,completed
